Date,Open,High,Low,Last,Volume
2008-08-28,129.28,130.34,128.63,130.19,167353100
2008-08-29,129.73,130.14,128.51,128.79,189190000
2008-09-02,130.03,130.71,127.52,127.99,252346600
2008-09-03,127.88,128.50,126.93,127.88,251861200
2008-09-04,126.97,127.23,123.96,124.03,339673200
2008-09-05,123.29,124.95,122.00,124.42,288323900
2008-09-08,128.04,128.24,124.42,126.99,364089200
2008-09-09,127.10,127.36,122.80,123.22,376807100
2008-09-10,123.89,124.90,122.55,123.72,298706500
2008-09-11,122.12,125.74,121.60,125.51,374743700
2008-09-12,124.29,126.21,123.83,126.09,293817700
2008-09-15,121.63,125.65,119.89,120.09,478632900
2008-09-16,117.20,122.32,117.00,122.10,566210800
2008-09-17,119.64,121.85,116.00,116.61,611913100
2008-09-18,118.05,121.79,113.80,120.07,757231200
2008-09-19,126.70,128.00,116.52,124.12,501136600
2008-09-22,124.45,124.75,120.36,121.31,247393100
2008-09-23,120.85,122.02,118.28,118.55,326246000
2008-09-24,119.35,120.00,117.79,118.93,311636400
2008-09-25,119.40,121.91,118.44,120.79,326758800
2008-09-26,118.83,121.50,118.51,120.85,285709900
2008-09-29,119.18,121.18,110.97,111.38,445515300
2008-09-30,113.51,116.80,110.53,115.99,328368300
2008-10-01,115.27,116.69,113.95,116.06,332769000
2008-10-02,114.95,115.11,111.06,111.85,364109400
2008-10-03,112.86,115.45,109.68,110.34,461715000
2008-10-06,107.15,107.62,100.64,104.72,610163700
2008-10-07,106.84,107.33,99.65,100.03,539784400
2008-10-08,97.52,102.18,96.81,97.51,725210400
2008-10-09,99.66,100.62,90.25,90.70,530117500
2008-10-10,86.76,93.94,83.58,88.50,870668400
2008-10-13,93.87,101.35,89.95,101.35,451778000
2008-10-14,104.70,105.53,97.11,99.85,541266000
2008-10-15,97.46,97.80,89.71,90.02,483789500
2008-10-16,91.29,94.77,86.54,93.77,707430500
2008-10-17,91.99,98.59,91.65,93.21,476332200
2008-10-20,95.35,99.10,94.09,98.81,321028100
2008-10-21,96.97,98.64,95.22,95.86,356133300
2008-10-22,93.20,95.86,87.53,90.64,515479800
2008-10-23,90.29,92.45,85.81,91.69,632280800
2008-10-24,84.06,89.92,84.00,87.04,545554800
2008-10-27,85.97,89.51,83.70,83.95,396257000
2008-10-28,87.34,94.24,84.53,93.76,639396500
2008-10-29,93.77,97.17,92.10,93.08,531212600
2008-10-30,95.78,96.54,92.90,96.30,412755100
2008-10-31,95.08,98.57,94.48,96.83,411353800
2008-11-03,96.78,97.69,95.95,97.11,205346100
2008-11-04,99.06,100.86,96.71,100.41,346771300
2008-11-05,99.20,100.71,95.00,96.19,387821100
2008-11-06,94.46,95.44,90.06,90.86,474313000
2008-11-07,91.65,94.00,90.50,93.86,380256400
2008-11-10,95.21,95.53,90.92,92.63,296630800
2008-11-11,90.76,92.14,88.65,89.77,418301300
2008-11-12,88.23,90.15,85.12,85.82,454442800
2008-11-13,86.13,91.73,82.09,91.17,750604600
2008-11-14,89.41,92.06,86.52,86.62,538410700
2008-11-17,86.38,88.56,85.16,85.47,415274400
2008-11-18,85.15,87.22,82.91,87.08,523197300
2008-11-19,85.91,86.87,80.92,81.50,558167000
2008-11-20,80.13,82.51,75.05,75.45,813406100
2008-11-21,77.46,80.90,74.34,79.52,718153300
2008-11-24,81.92,86.99,80.36,85.03,519994300
2008-11-25,87.30,87.51,83.82,85.66,454043500
2008-11-26,84.30,89.19,84.24,88.97,370051200
2008-11-28,88.63,90.13,88.48,90.09,119905300
2008-12-01,87.51,87.55,81.86,82.11,369470600
2008-12-02,83.47,85.49,82.04,85.27,468846500
2008-12-03,83.40,87.83,83.14,87.32,519756300
2008-12-04,86.06,88.05,83.74,85.30,443993800
2008-12-05,83.65,88.42,82.24,87.93,471825600
2008-12-08,90.34,92.38,88.08,91.00,412638100
2008-12-09,90.37,92.13,88.98,89.50,370532300
2008-12-10,90.32,91.36,89.00,90.11,396140400
2008-12-11,89.54,91.00,87.37,87.94,364002300
2008-12-12,85.55,89.07,85.20,88.99,414855600
2008-12-15,89.02,89.15,86.29,87.75,256643200
2008-12-16,88.30,92.02,88.18,91.88,376290200
2008-12-17,90.84,92.43,90.06,90.99,281903700
2008-12-18,91.40,91.67,88.21,89.29,374464000
2008-12-19,89.10,90.62,88.09,88.19,301436900
2008-12-22,88.58,88.67,85.49,87.06,243702400
2008-12-23,87.53,87.93,85.80,86.16,221643000
2008-12-24,86.45,86.87,86.00,86.66,62142420
2008-12-26,87.24,87.30,86.50,87.16,74767690
2008-12-29,87.24,87.33,85.60,86.91,127792700
2008-12-30,87.51,89.05,86.88,88.97,168140000
2008-12-31,89.08,90.97,88.87,90.24,193984300
2009-01-02,90.44,93.44,89.85,92.96,227563000
2009-01-05,92.63,94.55,91.89,92.85,240076500
2009-01-06,93.64,94.45,92.68,93.47,327996400
2009-01-07,92.00,92.26,90.20,90.67,280574700
2009-01-08,90.16,91.09,89.67,91.04,263579600
2009-01-09,91.16,91.32,85.36,89.09,330789500
2009-01-12,88.84,88.91,86.41,86.95,277342500
2009-01-13,86.73,87.88,86.20,87.11,355800800
2009-01-14,85.54,85.75,83.16,84.37,435404800
2009-01-15,84.12,85.25,81.72,84.40,532641900
2009-01-16,85.86,85.99,83.05,85.06,398991300
2009-01-20,84.23,85.06,80.05,80.57,408611600
2009-01-21,81.94,84.24,80.47,84.05,364139500
2009-01-22,82.42,84.04,81.17,82.75,427534600
2009-01-23,80.90,83.99,80.57,83.11,386717000
2009-01-26,83.59,85.36,82.81,83.68,317922800
2009-01-27,84.13,85.15,83.30,84.53,273624300
2009-01-28,86.40,87.95,86.07,87.39,329873500
2009-01-29,86.11,87.49,84.47,84.55,294306700
2009-01-30,84.98,85.40,82.21,82.83,383282400
2009-02-02,81.57,83.18,81.31,82.58,287986600
2009-02-03,83.10,84.36,82.22,83.74,278318300
2009-02-04,84.30,85.37,83.04,83.33,322653000
2009-02-05,82.70,85.29,77.73,84.57,417477000
2009-02-06,84.86,87.34,84.68,86.98,365725200
2009-02-09,86.96,87.74,86.32,87.10,239233300
2009-02-10,86.27,87.03,82.45,83.11,535895100
2009-02-11,83.45,84.05,82.40,83.60,324406600
2009-02-12,82.17,83.82,81.05,83.66,468794800
2009-02-13,83.55,84.24,82.74,82.76,293715600
2009-02-17,80.16,82.96,79.17,79.22,478265000
2009-02-18,79.79,79.94,78.28,79.03,362356900
2009-02-19,79.84,80.15,78.02,78.18,315719800
2009-02-20,76.73,78.34,75.77,77.42,476967600
2009-02-23,78.27,78.27,74.59,74.65,378919600
2009-02-24,75.29,77.95,74.70,77.48,426139900
2009-02-25,77.14,78.42,75.63,76.87,461709400
2009-02-26,77.82,79.67,75.53,75.62,363095700
2009-02-27,74.01,75.69,73.81,73.93,470430700
2009-03-02,72.52,73.92,70.37,70.60,426171400
2009-03-03,71.61,71.70,69.64,70.07,443277000
2009-03-04,71.23,72.87,70.07,71.73,461728200
2009-03-05,70.10,71.73,68.17,68.80,485124800
2009-03-06,69.40,70.45,67.10,68.92,490389400
2009-03-09,67.95,70.00,67.73,68.11,379708400
2009-03-10,69.51,72.37,69.37,72.17,405794300
2009-03-11,73.00,73.75,71.83,72.64,356603100
2009-03-12,72.62,75.75,71.97,75.50,409556900
2009-03-13,76.01,76.98,74.73,76.09,336785600
2009-03-16,76.96,77.97,75.81,75.86,360356100
2009-03-17,76.07,78.36,75.45,78.18,356790700
2009-03-18,77.81,80.90,77.07,79.93,468196700
2009-03-19,80.93,81.00,78.69,78.94,428426400
2009-03-20,78.76,78.91,76.53,76.71,371022100
2009-03-23,78.74,82.29,78.31,82.22,419865700
2009-03-24,81.24,82.36,80.51,80.60,330263900
2009-03-25,81.23,82.70,79.06,81.45,440654200
2009-03-26,82.25,83.30,81.32,83.11,421528400
2009-03-27,82.05,82.53,81.31,81.61,319721000
2009-03-30,79.80,79.87,77.96,78.79,323870500
2009-03-31,79.56,81.08,79.05,79.52,362533100
2009-04-01,78.53,81.42,78.33,81.06,376598800
2009-04-02,83.08,84.61,81.13,83.43,475980100
2009-04-03,83.49,84.28,82.67,84.26,284492900
2009-04-06,83.34,84.27,82.29,83.60,264712900
2009-04-07,82.25,82.65,81.51,81.65,258894500
2009-04-08,82.06,82.94,81.54,82.53,230082500
2009-04-09,84.67,85.82,84.33,85.81,269505000
2009-04-13,84.92,86.54,84.58,85.83,224708700
2009-04-14,85.03,85.76,84.08,84.35,276057700
2009-04-15,83.84,85.42,83.61,85.25,250500300
2009-04-16,85.93,87.15,84.77,86.50,335001800
2009-04-17,86.83,87.65,86.14,87.08,258522800
2009-04-20,85.54,87.05,83.34,83.43,293430700
2009-04-21,82.82,85.13,82.75,85.06,300230900
2009-04-22,84.29,86.34,84.07,84.54,341145700
2009-04-23,84.71,85.42,83.63,85.37,319572400
2009-04-24,86.03,87.31,85.69,86.66,287604200
2009-04-27,85.68,87.01,85.54,85.84,289491900
2009-04-28,84.97,86.59,84.76,85.57,247528400
2009-04-29,86.52,88.36,86.30,87.39,311269600
2009-04-30,88.55,89.02,86.92,87.42,301054900
2009-05-01,87.44,88.21,86.72,87.89,235618800
2009-05-04,88.55,90.94,88.38,90.88,286443500
2009-05-05,90.57,90.93,89.84,90.57,242915500
2009-05-06,91.68,92.20,90.61,92.14,291256300
2009-05-07,93.01,93.15,90.28,90.86,317296300
2009-05-08,92.03,93.22,90.91,92.98,299006300
2009-05-11,91.70,92.11,91.04,91.24,247542200
2009-05-12,91.63,91.83,89.85,90.97,282172000
2009-05-13,89.74,90.01,88.50,88.68,269312300
2009-05-14,88.72,90.12,88.50,89.44,259817600
2009-05-15,89.37,90.00,88.15,88.71,271434900
2009-05-18,89.55,91.34,88.57,91.23,241366600
2009-05-19,91.18,91.97,90.81,91.12,205693300
2009-05-20,91.95,92.80,90.41,90.51,285345200
2009-05-21,89.46,89.80,88.26,89.21,258399500
2009-05-22,89.46,90.00,88.68,89.02,166715100
2009-05-26,88.36,91.56,88.32,91.30,236155900
2009-05-27,91.44,91.75,89.53,89.67,245960700
2009-05-28,90.46,91.34,89.10,90.92,289003100
2009-05-29,91.42,93.70,90.68,92.53,258258000
2009-06-01,93.67,95.17,93.43,94.77,276099500
2009-06-02,94.40,95.37,87.53,94.85,230349800
2009-06-03,94.04,94.13,92.76,93.65,235273100
2009-06-04,94.00,94.67,93.30,94.53,209742800
2009-06-05,95.49,95.67,93.80,94.55,284191200
2009-06-08,93.84,95.10,93.04,94.16,238468700
2009-06-09,94.69,95.15,94.02,94.64,224906100
2009-06-10,95.48,95.49,93.19,94.40,295597300
2009-06-11,94.58,96.11,94.56,94.82,274230400
2009-06-12,94.40,95.14,94.00,95.08,184346500
2009-06-15,93.96,94.02,92.40,92.90,224098900
2009-06-16,93.23,93.29,91.58,91.64,226966200
2009-06-17,91.60,92.33,90.83,91.55,223351100
2009-06-18,91.69,92.67,91.25,92.22,211345100
2009-06-19,92.58,92.70,91.52,92.04,213279800
2009-06-22,91.14,91.19,89.25,89.28,247203700
2009-06-23,89.47,89.88,88.85,89.35,188081900
2009-06-24,90.16,91.08,89.60,90.12,211484500
2009-06-25,89.67,92.17,89.57,92.08,278994000
2009-06-26,91.77,92.24,91.27,91.84,167514900
2009-06-29,92.11,92.82,91.60,92.70,168354800
2009-06-30,92.72,93.06,91.27,91.95,228763900
2009-07-01,92.34,93.23,92.21,92.33,172930700
2009-07-02,91.13,92.36,89.76,89.81,212100800
2009-07-06,88.94,89.93,88.66,89.80,170497400
2009-07-07,89.71,89.82,88.00,88.06,198431900
2009-07-08,88.59,88.80,87.00,88.00,247835800
2009-07-09,88.61,88.90,87.91,88.17,163715000
2009-07-10,87.70,88.49,87.35,87.96,173364200
2009-07-13,88.31,90.17,87.59,90.10,216764400
2009-07-14,90.38,90.69,89.73,90.61,181176400
2009-07-15,91.81,93.51,90.68,93.26,219797600
2009-07-16,93.00,94.51,92.82,93.11,231074900
2009-07-17,94.06,94.32,93.54,94.13,138442800
2009-07-20,94.68,95.29,94.19,95.13,164038800
2009-07-21,95.87,95.90,94.42,95.57,217310000
2009-07-22,94.96,96.13,94.89,95.55,195906600
2009-07-23,95.61,98.08,95.53,97.66,258236200
2009-07-24,97.20,98.14,96.69,98.06,153733300
2009-07-27,97.88,98.40,97.34,98.35,158899700
2009-07-28,97.66,98.37,97.06,97.89,186422400
2009-07-29,97.44,98.09,96.98,97.65,194216200
2009-07-30,98.83,99.83,98.60,98.67,225340200
2009-07-31,98.65,99.47,98.38,98.81,207289600
2009-08-03,99.85,100.53,99.31,100.44,175319400
2009-08-04,99.99,100.84,99.78,100.70,176566200
2009-08-05,100.77,100.86,99.58,100.41,184253100
2009-08-06,100.87,101.02,99.42,99.89,193030700
2009-08-07,100.94,102.03,100.39,101.20,220578000
2009-08-10,100.74,101.22,100.27,100.99,130676800
2009-08-11,100.54,100.61,99.46,99.73,157225900
2009-08-12,99.56,101.56,99.51,100.80,218707400
2009-08-13,101.26,101.61,100.26,101.57,176343600
2009-08-14,101.52,101.60,99.70,100.79,199574400
2009-08-17,98.85,98.95,98.12,98.31,237584200
2009-08-18,98.53,99.44,98.35,99.09,173385600
2009-08-19,98.31,100.30,98.21,99.96,192202200
2009-08-20,100.09,101.22,99.87,100.99,173902500
2009-08-21,101.82,103.13,101.62,102.97,224426700
2009-08-24,103.39,103.95,102.59,102.96,190984100
2009-08-25,103.37,104.26,102.94,103.16,214733900
2009-08-26,102.84,103.64,102.49,103.17,194107500
2009-08-27,103.11,103.72,101.94,103.40,195812500
2009-08-28,104.23,104.35,102.67,103.38,146958500
2009-08-31,102.37,102.58,101.79,102.46,175906700
2009-09-01,101.95,103.24,99.99,100.20,321103400
2009-09-02,99.78,100.44,99.57,99.82,171505900
2009-09-03,100.40,100.77,99.59,100.65,143299600
2009-09-04,100.85,102.09,100.55,102.06,142577900
2009-09-08,103.00,103.05,102.39,102.94,132760800
2009-09-09,103.12,104.08,102.80,103.73,154405300
2009-09-10,103.80,104.86,103.22,104.79,162723300
2009-09-11,104.99,105.30,104.28,104.77,152247000
2009-09-14,103.88,105.46,103.15,105.28,149466700
2009-09-15,105.45,106.11,104.76,105.72,196614900
2009-09-16,106.10,107.34,105.73,107.32,205927200
2009-09-17,107.17,108.06,106.57,107.16,227264900
2009-09-18,107.15,107.16,106.36,106.72,153708000
2009-09-21,105.89,107.00,105.66,106.45,151762900
2009-09-22,107.08,107.37,106.60,107.07,142636200
2009-09-23,107.32,108.03,105.99,106.18,225745100
2009-09-24,106.41,106.64,104.55,105.01,228477500
2009-09-25,104.78,105.36,104.09,104.45,204009000
2009-09-28,104.85,106.55,104.83,106.32,118149800
2009-09-29,106.51,107.02,105.78,106.00,133480900
2009-09-30,106.36,106.46,104.62,105.59,253976300
2009-10-01,105.34,105.73,102.95,103.00,280556000
2009-10-02,102.02,103.10,101.99,102.49,224619100
2009-10-05,102.90,104.32,102.60,104.02,149779400
2009-10-06,104.77,106.11,104.71,105.51,202423200
2009-10-07,105.27,105.91,105.07,105.80,158901900
2009-10-08,106.55,107.17,105.84,106.61,183096400
2009-10-09,106.64,107.26,106.36,107.26,134960100
2009-10-12,107.76,108.09,107.28,107.68,117859000
2009-10-13,107.39,107.71,106.76,107.46,157297800
2009-10-14,108.72,109.42,107.42,109.31,191312300
2009-10-15,108.78,109.71,108.73,109.71,173759800
2009-10-16,108.80,109.27,108.23,108.89,191968600
2009-10-19,109.07,110.13,108.73,109.79,159301500
2009-10-20,109.95,109.99,108.68,109.21,180806300
2009-10-21,109.04,110.31,108.15,108.23,225245200
2009-10-22,108.19,109.68,107.50,109.33,237166400
2009-10-23,109.69,109.76,107.63,108.08,239912100
2009-10-26,108.20,109.31,106.61,106.91,241602500
2009-10-27,107.03,107.39,106.16,106.42,252480700
2009-10-28,106.15,106.48,104.35,104.41,247467700
2009-10-29,105.19,106.86,104.94,106.65,197945100
2009-10-30,106.30,106.62,103.44,103.56,325473400
2009-11-02,104.13,105.41,103.08,104.32,254115800
2009-11-03,103.74,104.80,103.54,104.65,227284800
2009-11-04,105.51,106.33,104.65,104.92,247415400
2009-11-05,105.66,106.88,105.44,106.85,179750000
2009-11-06,106.26,107.40,106.05,107.13,170894100
2009-11-09,107.95,109.63,107.87,109.57,159144500
2009-11-10,109.31,109.93,108.97,109.59,171621000
2009-11-11,110.31,110.82,109.62,110.15,169196100
2009-11-12,110.00,110.57,108.75,109.03,157033600
2009-11-13,109.31,110.09,108.75,109.62,150929300
2009-11-16,110.38,111.69,110.32,111.21,209541600
2009-11-17,110.92,111.39,110.50,111.34,146868500
2009-11-18,111.26,111.43,110.57,111.27,156287400
2009-11-19,110.51,111.31,109.13,109.82,208636800
2009-11-20,109.25,109.76,109.01,109.43,134150100
2009-11-23,110.72,111.74,110.60,110.82,147833400
2009-11-24,111.00,111.20,110.01,110.99,138282200
2009-11-25,111.17,111.50,110.82,111.38,109466100
2009-11-27,108.40,110.32,108.29,109.57,126001800
2009-11-30,109.48,110.20,108.12,109.94,160641000
2009-12-01,110.92,111.66,110.73,111.30,159513500
2009-12-02,111.28,112.01,110.92,111.25,131400700
2009-12-03,111.55,112.18,110.29,110.38,166891400
2009-12-04,111.84,112.38,110.04,111.01,274866000
2009-12-07,110.91,111.53,110.49,110.84,127748100
2009-12-08,110.04,110.77,109.27,109.61,169682100
2009-12-09,109.58,110.18,109.02,110.02,154955200
2009-12-10,110.70,111.12,110.45,110.64,137953200
2009-12-11,111.11,111.36,110.61,111.11,124787000
2009-12-14,111.87,112.00,105.48,111.87,106648400
2009-12-15,111.46,111.92,111.00,111.35,120346500
2009-12-16,111.80,112.13,111.27,111.52,154997000
2009-12-17,110.72,110.93,110.08,110.18,183230200
2009-12-18,110.20,110.30,109.28,110.21,172357900
2009-12-21,110.76,111.70,110.76,111.33,117938000
2009-12-22,111.57,111.97,111.43,111.73,91645530
2009-12-23,112.00,112.11,111.50,111.95,111734000
2009-12-24,112.19,112.60,111.99,112.48,39677470
2009-12-28,112.90,112.99,112.32,112.72,87373660
2009-12-29,113.01,113.03,112.55,112.56,80503280
2009-12-30,112.23,112.65,112.17,112.52,72944850
2009-12-31,112.77,112.80,111.39,111.44,90091230
2010-01-04,112.37,113.39,111.51,113.33,118851200
2010-01-05,113.26,113.68,112.85,113.63,111492400
2010-01-06,113.52,113.99,113.43,113.71,116001900
2010-01-07,113.50,114.33,113.18,114.19,130497000
2010-01-08,113.89,114.62,113.66,114.57,126268300
2010-01-11,115.08,115.13,114.24,114.73,105811800
2010-01-12,113.97,114.21,113.22,113.66,166485200
2010-01-13,113.95,114.94,113.37,114.62,161722400
2010-01-14,114.49,115.14,114.42,114.93,115606800
2010-01-15,114.73,114.84,113.20,113.64,212091500
2010-01-19,113.62,115.13,113.59,115.06,138628400
2010-01-20,114.28,114.45,112.98,113.89,216265600
2010-01-21,113.92,114.27,111.56,111.70,342731900
2010-01-22,111.20,111.74,109.09,109.21,345327900
2010-01-25,110.21,110.41,109.41,109.77,186679800
2010-01-26,109.34,110.47,109.04,109.31,210551500
2010-01-27,109.17,110.08,108.33,109.83,271473300
2010-01-28,110.19,110.25,107.91,108.57,315478800
2010-01-29,109.04,109.80,107.22,107.39,310371900
2010-02-01,108.15,109.07,107.50,109.06,187326700
2010-02-02,109.26,110.59,108.88,110.38,216191100
2010-02-03,109.88,110.48,109.51,109.83,172501600
2010-02-04,108.98,109.03,106.42,106.44,355839900
2010-02-05,106.56,106.88,104.58,106.66,493465700
2010-02-08,106.74,107.33,105.81,105.89,223906900
2010-02-09,107.13,108.15,106.27,107.22,337683600
2010-02-10,107.05,107.60,106.11,107.01,240309700
2010-02-11,106.87,108.25,106.25,108.13,223328000
2010-02-12,106.99,108.10,106.51,108.04,304188900
2010-02-16,108.86,109.85,107.82,109.74,159023700
2010-02-17,110.27,110.41,109.74,110.26,168582500
2010-02-18,110.08,111.14,110.04,110.91,192670600
2010-02-19,110.62,111.57,110.36,111.14,215383900
2010-02-22,111.55,111.58,110.83,111.16,132094900
2010-02-23,110.86,111.20,109.52,109.81,205757700
2010-02-24,110.14,111.00,109.86,110.82,175741500
2010-02-25,109.24,110.75,108.94,110.67,258973200
2010-02-26,110.77,111.12,110.11,110.74,173335700
2010-03-01,111.20,112.00,111.17,111.89,147491700
2010-03-02,112.37,112.74,112.00,112.20,160899700
2010-03-03,112.49,112.97,112.02,112.30,150523700
2010-03-04,112.45,112.80,112.03,112.64,135516000
2010-03-05,113.37,114.34,113.10,114.25,176038600
2010-03-08,114.26,114.52,114.07,114.27,114509000
2010-03-09,113.93,114.99,113.87,114.46,154340600
2010-03-10,114.51,115.28,114.41,114.97,185839000
2010-03-11,114.70,115.48,114.35,115.45,160377000
2010-03-12,115.95,115.97,115.14,115.46,161859700
2010-03-15,115.26,115.58,114.60,115.49,146525400
2010-03-16,115.81,116.52,115.49,116.41,168533300
2010-03-17,116.76,117.48,116.42,117.10,177130700
2010-03-18,117.11,117.27,116.57,117.04,196293000
2010-03-19,116.96,117.29,115.52,115.97,225478300
2010-03-22,115.31,116.80,115.24,116.59,184070400
2010-03-23,116.76,117.51,116.38,117.41,182598300
2010-03-24,116.97,117.43,115.58,116.84,191154700
2010-03-25,117.63,118.17,116.51,116.65,222757400
2010-03-26,116.87,117.42,116.12,116.58,205608400
2010-03-29,117.17,117.53,116.69,117.32,134244600
2010-03-30,117.46,117.83,116.91,117.40,145679900
2010-03-31,116.95,117.52,116.61,117.00,160870200
2010-04-01,117.80,118.25,117.10,117.80,161056900
2010-04-05,118.25,118.84,117.92,118.76,105614000
2010-04-06,118.42,119.25,118.29,119.04,110182400
2010-04-07,118.80,119.36,117.81,118.36,184416600
2010-04-08,117.95,118.97,117.60,118.77,158465200
2010-04-09,119.02,119.60,118.80,119.55,132635100
2010-04-12,119.70,120.05,119.56,119.74,110188000
2010-04-13,119.62,120.04,119.00,119.83,124954500
2010-04-14,120.27,121.19,120.08,121.19,160140900
2010-04-15,120.99,121.57,120.95,121.29,144448700
2010-04-16,120.86,121.29,118.75,119.36,364325500
2010-04-19,119.01,119.93,118.47,119.81,217574200
2010-04-20,120.56,120.98,119.87,120.88,157442600
2010-04-21,120.95,121.23,119.99,120.66,192774000
2010-04-22,119.81,121.17,119.12,121.02,239011900
2010-04-23,120.94,121.86,120.63,121.81,177208400
2010-04-26,121.85,122.12,121.23,121.35,143312400
2010-04-27,120.65,121.33,118.25,118.48,354853700
2010-04-28,119.05,119.68,118.27,119.38,300484300
2010-04-29,120.10,121.11,120.07,120.86,193616000
2010-04-30,120.88,121.01,118.78,118.81,269823100
2010-05-03,119.38,120.68,119.20,120.35,182589100
2010-05-04,119.01,119.03,116.92,117.52,359946000
2010-05-05,116.56,117.80,115.97,116.82,328918100
2010-05-06,116.26,117.00,105.00,112.94,636110600
2010-05-07,112.64,113.77,109.41,111.26,636646500
2010-05-10,115.81,116.65,114.91,116.16,395889300
2010-05-11,115.07,117.36,114.91,115.83,314167300
2010-05-12,116.29,117.62,116.09,117.45,235276200
2010-05-13,117.13,117.68,115.89,115.99,234274000
2010-05-14,115.12,115.33,112.87,113.89,345411800
2010-05-17,114.20,114.52,111.77,113.95,325675700
2010-05-18,114.88,115.22,112.03,112.40,359962000
2010-05-19,111.77,112.77,110.36,111.76,394299200
2010-05-20,109.38,109.89,107.47,107.54,526825300
2010-05-21,105.91,109.38,105.36,109.12,500570100
2010-05-24,108.52,109.39,107.61,107.71,268944400
2010-05-25,105.11,107.87,104.38,107.82,395592100
2010-05-26,108.48,109.47,106.85,107.17,348589200
2010-05-27,109.19,110.80,108.78,110.76,300322900
2010-05-28,110.64,110.72,108.85,109.37,297247700
2010-06-01,108.35,109.95,107.37,107.53,277218100
2010-06-02,108.08,110.34,107.51,110.33,239971300
2010-06-03,110.65,111.06,109.58,110.71,226433600
2010-06-04,108.61,109.33,106.47,106.82,395144300
2010-06-07,107.20,107.61,105.41,105.49,264297100
2010-06-08,105.57,106.83,104.65,106.62,357464300
2010-06-09,107.24,108.28,105.60,106.05,267733000
2010-06-10,107.86,109.28,106.04,109.15,317628700
2010-06-11,108.19,109.75,108.12,109.68,215029800
2010-06-14,110.52,111.12,109.40,109.51,206915100
2010-06-15,110.28,112.10,110.09,112.00,237627200
2010-06-16,111.42,112.42,111.20,111.96,216047200
2010-06-17,112.28,112.33,111.05,112.14,263023200
2010-06-18,111.83,112.13,111.37,111.73,173745700
2010-06-21,113.12,113.20,110.79,111.41,212533600
2010-06-22,111.41,111.90,109.41,109.57,238681300
2010-06-23,109.64,110.03,108.48,109.23,254488900
2010-06-24,108.69,108.83,107.14,107.42,265929500
2010-06-25,107.74,108.42,106.77,107.87,237589600
2010-06-28,108.03,108.32,107.14,107.53,168860700
2010-06-29,106.02,107.51,103.55,104.21,373112900
2010-06-30,103.92,104.88,102.88,103.22,283142200
2010-07-01,103.15,103.49,101.13,102.76,382583100
2010-07-02,103.11,103.42,101.62,102.20,233248900
2010-07-06,103.64,104.37,101.88,102.87,255745000
2010-07-07,103.13,106.24,103.02,106.11,253408900
2010-07-08,107.00,107.28,105.91,107.16,210591300
2010-07-09,107.13,107.97,106.93,107.96,144916800
2010-07-12,107.60,108.24,107.15,108.03,130931500
2010-07-13,109.15,110.09,108.93,109.66,212458800
2010-07-14,109.31,110.08,108.86,109.65,184293000
2010-07-15,109.61,110.06,108.17,109.68,231540900
2010-07-16,109.09,109.21,106.45,106.66,282573200
2010-07-19,107.05,107.63,106.22,107.29,186368900
2010-07-20,105.87,108.56,105.82,108.48,257757300
2010-07-21,109.04,109.07,106.63,107.07,264321600
2010-07-22,108.34,109.94,108.33,109.46,274415000
2010-07-23,109.24,110.57,108.93,110.41,221870000
2010-07-26,110.60,111.67,110.29,111.56,181958600
2010-07-27,112.17,112.29,111.11,111.55,204763900
2010-07-28,111.32,111.66,110.46,110.83,162865200
2010-07-29,111.52,111.82,109.41,110.29,219964300
2010-07-30,109.17,110.86,108.98,110.27,219876800
2010-08-02,111.99,112.94,111.54,112.76,188026000
2010-08-03,112.48,112.77,111.85,112.22,146423500
2010-08-04,112.53,113.11,112.16,112.97,157967500
2010-08-05,112.25,112.91,112.08,112.85,140340000
2010-08-06,111.74,112.57,110.92,112.39,239586600
2010-08-09,112.92,113.18,112.32,112.99,120456100
2010-08-10,112.03,112.98,111.37,112.38,242664600
2010-08-11,110.65,110.69,109.12,109.30,272663700
2010-08-12,107.65,109.02,107.60,108.63,236334600
2010-08-13,108.29,108.96,108.18,108.31,158339200
2010-08-16,107.57,108.61,107.18,108.26,147537200
2010-08-17,109.19,110.39,108.88,109.59,172087000
2010-08-18,109.54,110.38,108.91,109.79,182478900
2010-08-19,109.22,109.49,107.43,107.88,265709800
2010-08-20,107.56,107.94,106.75,107.53,209498100
2010-08-23,108.04,108.57,107.07,107.12,161068800
2010-08-24,105.95,106.39,104.97,105.53,280519100
2010-08-25,104.95,106.34,104.29,105.94,272157000
2010-08-26,106.44,106.58,104.88,105.23,224185700
2010-08-27,105.89,106.97,104.31,106.86,272099400
2010-08-30,106.58,106.91,105.30,105.31,166857500
2010-08-31,104.92,105.98,104.49,105.31,273525800
2010-09-01,106.73,108.61,106.66,108.46,267543800
2010-09-02,108.72,109.49,108.49,109.47,155829400
2010-09-03,110.54,110.99,109.95,110.89,212121100
2010-09-07,110.37,110.51,109.55,109.64,141799300
2010-09-08,109.86,110.85,109.81,110.41,149873000
2010-09-09,111.65,111.68,110.62,110.92,146900200
2010-09-10,111.12,111.61,110.87,111.48,127747900
2010-09-13,112.58,112.95,112.13,112.72,177802300
2010-09-14,112.50,113.29,112.08,112.65,209286800
2010-09-15,112.32,113.21,111.98,113.08,168316200
2010-09-16,112.73,113.12,112.35,113.05,199753300
