Date,Open,High,Low,Last,Volume
2010-09-17,113.04,113.15,112.18,112.49,195698600
2010-09-20,112.88,114.46,112.52,114.21,214498800
2010-09-21,114.30,114.84,113.51,113.98,268328100
2010-09-22,113.80,114.44,113.10,113.42,191143900
2010-09-23,112.49,113.67,112.18,112.50,202101500
2010-09-24,113.75,114.90,113.65,114.82,210573700
2010-09-27,114.86,114.99,114.16,114.27,128488300
2010-09-28,114.42,115.04,113.18,114.67,208106400
2010-09-29,114.38,114.91,114.02,114.47,179530000
2010-09-30,115.05,115.79,113.59,114.13,286889400
2010-10-01,114.99,115.12,113.93,114.61,174380700
2010-10-04,114.37,114.85,113.18,113.75,165925700
2010-10-05,114.80,116.32,114.67,116.04,228110800
2010-10-06,116.02,116.33,115.56,116.03,148499300
2010-10-07,116.50,116.53,115.19,115.89,164623200
2010-10-08,116.05,116.86,115.61,116.54,177492800
2010-10-11,116.72,116.97,116.25,116.65,102914300
2010-10-12,116.27,117.35,115.65,117.01,181682500
2010-10-13,117.66,118.55,117.38,117.92,193851400
2010-10-14,117.81,118.01,116.72,117.46,217276800
2010-10-15,118.28,118.35,116.76,117.70,243456600
2010-10-18,117.74,118.67,117.31,118.28,140792500
2010-10-19,117.19,117.85,116.02,116.73,280250900
2010-10-20,116.94,118.44,116.87,117.87,199762000
2010-10-21,118.40,119.09,117.21,118.13,221312900
2010-10-22,118.31,118.53,118.00,118.35,108114500
2010-10-25,119.14,119.76,118.61,118.70,150835600
2010-10-26,118.10,118.84,117.87,118.72,158855800
2010-10-27,117.89,118.51,117.26,118.38,189804700
2010-10-28,119.06,119.11,117.83,118.40,168278100
2010-10-29,118.28,118.72,118.07,118.49,144155000
2010-11-01,119.07,119.75,117.85,118.53,173725700
2010-11-02,119.42,119.75,119.10,119.48,157895200
2010-11-03,119.68,120.02,118.45,119.95,226366000
2010-11-04,121.28,122.32,119.97,122.26,214528700
2010-11-05,122.34,122.92,122.18,122.73,180526500
2010-11-08,122.34,122.69,121.94,122.49,155514800
2010-11-09,122.82,122.95,121.12,121.61,185953700
2010-11-10,121.58,122.16,120.66,122.10,220414000
2010-11-11,121.05,121.82,120.68,121.64,157645500
2010-11-12,120.82,121.35,119.65,120.20,238913300
2010-11-15,120.58,121.05,119.98,120.03,163377400
2010-11-16,119.29,119.49,117.59,118.16,299394500
2010-11-17,118.21,118.71,117.86,118.22,171985000
2010-11-18,119.36,120.39,119.35,119.96,197299300
2010-11-19,119.90,120.34,119.25,120.29,156794700
2010-11-22,119.69,120.24,118.77,120.19,181343000
2010-11-23,118.77,119.02,117.99,118.45,221836300
2010-11-24,119.20,120.23,119.18,120.20,140008200
2010-11-26,119.16,119.81,118.80,118.80,76007700
2010-11-29,118.50,119.48,117.74,119.16,223428800
2010-11-30,117.98,119.17,117.81,118.49,233572700
2010-12-01,120.20,121.24,120.19,121.01,220794000
2010-12-02,121.20,122.65,121.13,122.56,190948100
2010-12-03,122.14,123.03,122.11,122.89,151213400
2010-12-06,122.63,123.04,122.50,122.76,101753800
2010-12-07,123.94,124.01,122.76,122.83,206179600
2010-12-08,122.98,123.38,122.41,123.28,137704500
2010-12-09,123.97,124.02,123.15,123.76,123112300
2010-12-10,124.14,124.60,123.73,124.48,117409300
2010-12-13,125.05,125.20,124.52,124.56,133592500
2010-12-14,124.75,125.23,124.29,124.67,146992200
2010-12-15,124.44,124.93,123.89,124.10,159319300
2010-12-16,124.18,124.91,123.75,124.82,178402100
2010-12-17,124.08,124.46,123.82,124.30,140557000
2010-12-20,124.64,124.90,123.98,124.60,118795400
2010-12-21,124.99,125.47,124.87,125.39,94816960
2010-12-22,125.48,125.82,125.41,125.78,78811740
2010-12-23,125.64,125.78,125.29,125.60,70050250
2010-12-27,125.13,125.77,125.04,125.65,58059910
2010-12-28,125.90,125.95,125.50,125.83,55256460
2010-12-29,125.98,126.20,125.90,125.92,57959510
2010-12-30,125.80,126.13,125.53,125.72,76585180
2010-12-31,125.53,125.87,125.33,125.75,91196460
2011-01-03,126.71,127.60,125.70,127.05,138477500
2011-01-04,127.33,127.37,126.19,126.98,137160400
2011-01-05,126.58,127.73,126.46,127.64,133827900
2011-01-06,127.69,127.83,127.01,127.39,122386600
2011-01-07,127.56,127.77,126.15,127.14,155950000
2011-01-10,126.58,127.16,126.20,126.98,122187700
2011-01-11,127.44,127.74,126.95,127.43,110121300
2011-01-12,128.21,128.72,127.46,128.58,107330200
2011-01-13,128.63,128.69,128.05,128.37,128943400
2011-01-14,128.19,129.33,128.10,129.30,117553100
2011-01-18,129.18,129.64,129.03,129.52,114223100
2011-01-19,129.41,129.54,127.91,128.25,151490400
2011-01-20,127.96,128.40,127.13,128.08,175493400
2011-01-21,128.88,129.17,128.23,128.37,151309000
2011-01-24,128.29,129.25,128.26,129.10,113613100
2011-01-25,128.76,129.28,128.11,129.17,167352500
2011-01-26,129.49,130.05,129.23,129.67,141101900
2011-01-27,129.70,130.21,129.47,129.99,123184500
2011-01-28,130.14,130.35,127.51,127.72,295344900
2011-01-31,128.07,128.78,127.75,128.68,149034400
2011-02-01,129.46,130.97,129.38,130.74,166860100
2011-02-02,130.40,130.84,130.33,130.49,117607900
2011-02-03,130.26,130.98,129.57,130.78,145645700
2011-02-04,130.83,131.20,130.23,131.15,134477500
2011-02-07,131.44,132.40,131.43,131.97,112263800
2011-02-08,132.09,132.64,131.73,132.57,98754150
2011-02-09,132.21,132.63,131.61,132.27,146252300
2011-02-10,131.60,132.47,131.30,132.32,162453800
2011-02-11,131.80,133.28,131.77,133.11,137656300
2011-02-14,133.03,133.54,132.88,133.43,101452300
2011-02-15,133.02,133.22,132.32,133.01,119424200
2011-02-16,133.46,134.01,133.19,133.85,130987300
2011-02-17,133.46,134.43,133.34,134.25,109751600
2011-02-18,134.37,134.69,134.06,134.53,129652800
2011-02-22,133.12,134.56,131.47,131.83,232766100
2011-02-23,131.75,132.07,130.21,131.02,227015400
2011-02-24,130.88,131.44,129.70,130.93,260046200
2011-02-25,131.48,132.41,131.40,132.33,141469100
2011-02-28,132.82,133.32,132.38,133.15,141282500
2011-03-01,133.57,133.69,130.89,130.93,253563500
2011-03-02,130.75,131.82,130.35,131.21,200057300
2011-03-03,132.40,133.62,132.39,133.47,175890100
2011-03-04,133.37,133.63,131.60,132.47,276896300
2011-03-07,132.86,133.16,130.74,131.43,216539600
2011-03-08,131.64,133.00,131.07,132.58,174388900
2011-03-09,132.32,132.80,131.60,132.39,153720600
2011-03-10,131.00,131.18,129.81,129.94,300506500
2011-03-11,129.52,131.31,129.49,130.84,225278700
2011-03-14,129.99,130.48,129.06,130.05,234912000
2011-03-15,126.59,129.33,126.50,128.56,357883500
2011-03-16,128.15,128.57,125.28,126.18,464759800
2011-03-17,128.00,128.39,127.10,127.85,253903500
2011-03-18,128.84,128.88,127.51,127.76,229481500
2011-03-21,129.35,130.01,129.20,129.74,153776100
2011-03-22,129.72,129.89,129.17,129.29,129565900
2011-03-23,128.93,130.00,128.32,129.66,148170300
2011-03-24,130.40,131.09,129.67,130.90,158099900
2011-03-25,131.24,131.87,130.89,131.30,155601000
2011-03-28,131.58,131.92,130.94,130.98,108855400
2011-03-29,130.87,131.90,130.44,131.86,129190100
2011-03-30,132.55,133.16,132.36,132.77,135610700
2011-03-31,132.60,132.96,132.45,132.59,132523500
2011-04-01,133.41,133.77,132.83,133.15,153898300
2011-04-04,133.43,133.67,132.88,133.26,100632800
2011-04-05,133.00,133.83,132.94,133.24,120765600
2011-04-06,133.88,134.00,133.12,133.66,120211800
2011-04-07,133.42,133.98,132.66,133.32,170820700
2011-04-08,133.91,133.99,132.31,132.86,147765800
2011-04-11,133.00,133.45,132.14,132.46,121312800
2011-04-12,131.72,131.98,130.99,131.47,161146100
2011-04-13,132.08,132.18,130.96,131.46,161915800
2011-04-14,130.70,131.76,130.27,131.56,161094600
2011-04-15,131.80,132.37,131.41,132.04,168493800
2011-04-18,130.59,132.03,129.51,130.56,210499300
2011-04-19,130.76,131.35,130.44,131.31,124077800
2011-04-20,132.88,133.39,132.79,133.10,155613800
2011-04-21,133.79,133.84,133.10,133.78,136120600
2011-04-25,133.68,133.86,133.20,133.64,65231070
2011-04-26,134.05,135.06,133.91,134.79,146589400
2011-04-27,135.05,135.87,134.50,135.67,143039500
2011-04-28,135.43,136.29,135.41,136.11,124665300
2011-04-29,136.16,136.57,135.98,136.43,114919200
2011-05-02,137.07,137.18,135.95,136.22,126156800
2011-05-03,135.96,136.19,135.05,135.73,138106700
2011-05-04,135.67,135.73,134.23,134.83,182550000
2011-05-05,134.08,134.95,133.02,133.61,226718400
2011-05-06,134.94,135.63,133.22,134.20,222789900
2011-05-09,134.19,135.11,133.98,134.72,113876600
2011-05-10,135.17,136.11,135.00,135.87,114684600
2011-05-11,135.67,135.69,133.82,134.44,193466800
2011-05-12,134.08,135.36,133.39,135.08,170952100
2011-05-13,135.15,135.34,133.56,134.04,157362900
2011-05-16,133.56,134.61,132.97,133.19,141536500
2011-05-17,132.69,133.35,132.12,133.17,192750300
2011-05-18,133.24,134.50,132.95,134.36,134986100
2011-05-19,134.80,135.03,133.94,134.68,118653200
2011-05-20,134.33,134.68,133.36,133.61,182411000
2011-05-23,131.98,133.65,131.59,132.06,168345700
2011-05-24,132.44,132.73,131.70,131.95,147089300
2011-05-25,131.42,132.94,131.38,132.39,150861000
2011-05-26,132.03,133.24,131.78,133.00,164861400
2011-05-27,133.37,133.87,132.96,133.51,120766100
2011-05-31,134.77,134.92,133.84,134.90,164326700
2011-06-01,134.51,134.92,131.76,131.87,232429200
2011-06-02,131.96,132.24,130.96,131.73,200269800
2011-06-03,130.15,131.42,130.08,130.42,234411100
2011-06-06,130.09,130.36,128.87,129.05,178992100
2011-06-07,129.70,130.07,128.85,128.96,161373600
2011-06-08,128.76,129.19,128.18,128.42,197686000
2011-06-09,128.77,129.93,128.46,129.40,160664200
2011-06-10,128.85,128.93,127.26,127.60,238398200
2011-06-13,127.89,128.24,127.05,127.70,184385700
2011-06-14,128.87,129.77,128.82,129.32,160112000
2011-06-15,128.24,129.30,126.68,127.02,300356400
2011-06-16,127.06,127.97,126.32,127.30,307669600
2011-06-17,127.93,127.94,126.62,127.05,233188200
2011-06-20,126.62,127.97,126.58,127.70,159290000
2011-06-21,128.36,129.70,127.75,129.45,190659800
2011-06-22,129.05,129.81,128.59,128.67,176105700
2011-06-23,127.16,128.64,126.19,128.30,333582300
2011-06-24,128.27,128.37,126.62,126.81,225779100
2011-06-27,126.89,128.43,126.64,127.94,166298800
2011-06-28,128.45,129.63,128.27,129.61,165147700
2011-06-29,130.20,130.93,129.63,130.72,243852700
2011-06-30,131.14,132.18,130.71,131.97,215826000
2011-07-01,132.09,134.10,131.78,133.92,201919900
2011-07-05,133.78,134.08,133.39,133.81,165915500
2011-07-06,133.49,134.14,133.11,133.97,143118700
2011-07-07,135.16,135.70,134.88,135.36,169802100
2011-07-08,133.83,135.36,133.39,134.40,193840900
2011-07-11,132.75,133.18,131.66,131.97,194942700
2011-07-12,131.69,132.78,131.36,131.40,213850000
2011-07-13,132.09,133.22,131.52,131.84,201661800
2011-07-14,132.17,132.78,130.68,130.93,225382300
2011-07-15,131.66,131.87,130.77,131.69,218171400
2011-07-18,131.08,131.28,129.63,130.61,196392500
2011-07-19,131.34,132.89,131.31,132.73,165833100
2011-07-20,133.07,133.15,132.42,132.65,135679500
2011-07-21,133.40,134.82,132.67,134.49,248412000
2011-07-22,134.52,134.72,133.76,134.58,125200600
2011-07-25,133.30,134.49,133.16,133.83,136121900
2011-07-26,133.74,133.96,133.03,133.33,130636700
2011-07-27,132.59,132.63,130.43,130.60,247802000
2011-07-28,130.60,131.77,130.01,130.22,207285100
2011-07-29,128.91,130.55,127.97,129.33,306481800
2011-08-01,130.84,130.96,127.53,128.78,324527900
2011-08-02,127.81,128.50,125.49,125.49,344692700
2011-08-03,125.66,126.31,123.53,126.17,370272600
2011-08-04,124.42,124.62,120.06,120.26,518984600
2011-08-05,121.76,122.07,116.86,120.08,654597400
2011-08-08,116.91,120.12,112.02,112.26,693219500
2011-08-09,114.07,117.64,110.27,117.48,709322800
2011-08-10,115.26,116.28,111.95,112.29,620373200
2011-08-11,113.26,118.92,112.32,117.33,486869900
2011-08-12,118.40,119.22,117.28,118.12,313505600
2011-08-15,119.19,120.74,119.00,120.62,258268200
2011-08-16,119.47,120.69,118.31,119.59,293365600
2011-08-17,120.25,121.20,118.72,119.67,237695100
2011-08-18,116.50,119.71,113.39,114.51,510263800
2011-08-19,112.96,115.88,112.50,112.64,429789500
2011-08-22,115.17,115.23,112.41,112.73,274648000
2011-08-23,113.15,116.57,112.58,116.44,329949100
2011-08-24,116.19,118.24,115.92,118.08,244724600
2011-08-25,118.73,119.40,115.87,116.28,311772100
2011-08-26,115.69,118.51,113.85,117.97,314263100
2011-08-29,119.56,121.43,118.06,121.36,190421200
2011-08-30,120.83,122.43,119.26,121.68,240841400
2011-08-31,122.46,123.51,121.30,122.22,301469000
2011-09-01,122.29,123.40,120.78,120.94,254185900
2011-09-02,118.42,120.87,117.43,117.85,255083700
2011-09-06,114.39,117.16,114.38,116.99,284868300
2011-09-07,118.76,120.34,118.36,120.29,209422800
2011-09-08,119.57,120.94,118.77,119.04,249493100
2011-09-09,117.68,119.06,115.28,115.92,379729700
2011-09-12,114.47,116.76,114.05,116.67,303936700
2011-09-13,117.05,118.18,116.22,117.74,272007100
2011-09-14,118.34,120.80,116.72,119.37,317655300
2011-09-15,120.65,121.47,119.40,121.43,325802500
2011-09-16,121.29,121.97,120.32,121.52,283849400
2011-09-19,119.53,120.93,118.72,120.31,238772800
2011-09-20,120.82,121.99,120.01,120.17,218306000
2011-09-21,120.23,120.60,116.44,116.63,314575900
2011-09-22,113.25,114.21,111.30,112.86,512399100
2011-09-23,112.11,114.16,112.02,113.54,306050400
2011-09-26,114.61,116.40,112.98,116.24,260225400
2011-09-27,118.53,119.56,116.84,117.54,311200200
2011-09-28,117.78,118.49,114.97,115.15,286028000
2011-09-29,117.05,117.63,113.93,116.05,297617500
2011-09-30,114.45,115.45,113.07,113.15,288186000
2011-10-03,112.49,113.95,109.81,109.93,364175600
2011-10-04,108.35,112.58,107.43,112.34,458136200
2011-10-05,112.62,114.72,111.58,114.42,283424800
2011-10-06,114.36,116.66,113.51,116.49,257284700
2011-10-07,117.17,117.25,115.06,115.71,312013600
2011-10-10,117.68,119.63,117.67,119.58,230082800
2011-10-11,118.87,120.04,118.75,119.70,208660500
2011-10-12,120.60,122.14,120.33,120.75,281282700
2011-10-13,120.04,120.87,119.12,120.51,211910100
2011-10-14,121.91,122.60,121.23,122.57,211009300
2011-10-17,121.99,122.55,119.93,120.23,201591300
2011-10-18,120.14,123.50,119.20,122.58,318038100
2011-10-19,122.38,123.08,120.71,121.13,226358600
2011-10-20,121.43,122.10,119.82,121.66,261787200
2011-10-21,123.09,124.12,122.72,123.97,278436000
2011-10-24,124.17,125.80,124.06,125.49,201385800
2011-10-25,124.89,124.95,122.78,123.05,263863000
2011-10-26,124.35,124.77,122.21,124.30,288355900
2011-10-27,127.63,129.42,124.32,128.63,389043900
2011-10-28,128.00,128.85,127.80,128.60,225355000
2011-10-31,127.16,128.62,125.32,125.50,227089700
2011-11-01,122.03,123.51,121.52,122.00,414714700
2011-11-02,123.83,124.40,122.79,123.99,244430900
2011-11-03,125.27,126.50,123.60,126.25,285911200
2011-11-04,125.23,125.70,124.01,125.48,248817600
2011-11-07,125.39,126.39,124.20,126.26,196138000
2011-11-08,126.92,128.02,125.71,127.88,223801100
2011-11-09,124.89,125.80,122.86,123.16,336895300
2011-11-10,124.79,124.94,123.02,124.32,231584200
2011-11-11,125.83,126.99,125.79,126.66,189646000
2011-11-14,126.19,127.45,124.92,125.46,157849900
2011-11-15,125.17,126.75,124.72,126.08,184145100
2011-11-16,124.81,126.34,123.90,124.08,233674900
2011-11-17,123.85,124.16,121.23,122.11,330018400
2011-11-18,122.50,122.75,121.47,121.98,214818900
2011-11-21,120.20,120.35,118.65,119.66,225563200
2011-11-22,119.40,120.10,118.52,119.19,215944100
2011-11-23,118.07,119.19,116.56,116.56,223922900
2011-11-25,116.38,117.70,116.20,116.34,99556980
2011-11-28,119.54,120.18,118.82,119.71,209655100
2011-11-29,120.05,121.00,119.61,120.05,198642000
2011-11-30,123.49,125.22,120.00,124.99,322228200
2011-12-01,124.85,125.64,124.43,124.97,176461200
2011-12-02,126.12,126.50,124.78,124.86,220616200
2011-12-05,126.84,127.18,125.44,126.22,224694600
2011-12-06,126.21,127.11,125.76,126.26,168656900
2011-12-07,125.84,127.26,124.97,126.73,236735000
2011-12-08,125.90,126.18,123.65,123.95,239940900
2011-12-09,124.51,126.37,124.40,126.05,208756200
2011-12-12,124.95,124.97,123.16,124.21,214840600
2011-12-13,124.86,125.57,122.45,123.05,244163900
2011-12-14,122.56,123.03,121.47,121.74,237546600
2011-12-15,123.03,123.20,121.99,122.19,197126700
2011-12-16,122.23,122.95,121.30,121.59,219582900
2011-12-19,122.06,122.32,120.03,120.29,182848900
2011-12-20,122.18,124.14,120.37,123.93,224522000
2011-12-21,123.93,124.36,122.75,124.17,192853700
2011-12-22,124.63,125.40,124.23,125.27,118942000
2011-12-23,125.67,126.43,125.41,126.39,91777140
2011-12-27,126.17,126.82,126.06,126.49,85490860
2011-12-28,126.51,126.53,124.73,124.83,118359100
2011-12-29,125.24,126.25,124.86,126.12,123001900
2011-12-30,126.02,126.33,125.50,125.50,95270800
2012-01-03,127.76,128.38,127.43,127.50,193261900
2012-01-04,127.20,127.81,126.71,127.70,126609200
2012-01-05,127.01,128.23,126.43,128.04,172362800
2012-01-06,128.20,128.22,127.29,127.71,146255100
2012-01-09,128.00,128.18,127.41,128.02,99211500
2012-01-10,129.39,129.65,128.95,129.13,114618200
2012-01-11,128.73,129.37,128.52,129.20,111200000
2012-01-12,129.57,129.70,128.54,129.51,119108700
2012-01-13,128.64,129.05,127.72,128.84,179551300
2012-01-17,130.08,130.32,128.90,129.34,131899600
2012-01-18,129.31,130.84,129.08,130.77,162889100
2012-01-19,131.22,131.57,130.80,131.46,125915600
2012-01-20,131.24,131.95,130.92,131.54,137999900
2012-01-23,131.51,132.25,130.98,131.61,129124400
2012-01-24,130.80,131.50,130.60,131.46,102628200
2012-01-25,131.26,132.87,130.75,132.56,198474400
2012-01-26,133.15,133.40,131.36,131.88,184537100
2012-01-27,131.24,132.05,131.15,131.82,135133800
2012-01-30,130.51,131.44,130.06,131.37,146731700
2012-01-31,132.02,132.18,130.68,131.32,157052600
2012-02-01,132.29,133.14,132.13,132.47,165722800
2012-02-02,132.73,133.02,132.21,132.68,112894500
2012-02-03,134.00,134.62,133.77,134.54,160448400
2012-02-06,133.98,134.51,133.83,134.45,107512800
2012-02-07,134.17,135.02,133.64,134.79,135074900
2012-02-08,134.86,135.22,134.31,135.19,138423500
2012-02-09,135.41,135.59,134.56,135.36,148275000
2012-02-10,134.16,134.47,133.84,134.36,167635100
2012-02-13,135.32,135.52,134.74,135.36,115046500
2012-02-14,135.00,135.27,134.25,135.19,164795400
2012-02-15,135.63,135.83,134.29,134.56,194470000
2012-02-16,134.57,136.17,134.33,136.05,186151200
